OBJECT_NAME,OBJECT_IDENTIFIER,OBJECT_DATA_TYPE,OBJECT_PREMISSIONS,OBJECT_CLASS,OBJECT_NODE_TYPE,OBJECT_DESCRIPTION
airIRmPmUnitTemperatureC,1.3.6.1.4.1.318.1.1.13.5.3.4.11.1,integer,read-only,objecttype,scalar,"Unit temperature in tenths of degrees Celsius (1170)."
airIRmPmUnitTemperatureF,1.3.6.1.4.1.318.1.1.13.5.3.4.11.2,integer,read-only,objecttype,scalar,"Unit temperature in tenths of degrees Fahrenheit (1170)."
airIRmPmUnitHumidity,1.3.6.1.4.1.318.1.1.13.5.3.4.12,integer,read-only,objecttype,scalar,"Unit humidity in tenths of %RH (1171)."
airIRmPmSetpointTemperatureDay,1.3.6.1.4.1.318.1.1.13.5.3.4.14,,,objectidentity,,""
airIRmPmSetpointTemperatureDayC,1.3.6.1.4.1.318.1.1.13.5.3.4.14.1,integer,read-write,objecttype,scalar,"Setpoint daytime temperature in tenths of degrees Celsius (1173)."
airIRmPmSetpointTemperatureDayF,1.3.6.1.4.1.318.1.1.13.5.3.4.14.2,integer,read-write,objecttype,scalar,"Setpoint daytime temperature in tenths of degrees Fahrenheit (1173)."
airIRmPmSetpointTemperatureNight,1.3.6.1.4.1.318.1.1.13.5.3.4.15,,,objectidentity,,""
airIRmPmSetpointTemperatureNightC,1.3.6.1.4.1.318.1.1.13.5.3.4.15.1,integer,read-write,objecttype,scalar,"Setpoint nighttime temperature in tenths of degrees Celsius (1174)."
airIRmPmSetpointTemperatureNightF,1.3.6.1.4.1.318.1.1.13.5.3.4.15.2,integer,read-write,objecttype,scalar,"Setpoint nighttime temperature in tenths of degrees Fahrenheit (1174)."
airIRmPmSetpointHumidity,1.3.6.1.4.1.318.1.1.13.5.3.4.17,integer,read-write,objecttype,scalar,"Setpoint humidity in tenths of %RH (1176)."
airIRmPmUnitControlType,1.3.6.1.4.1.318.1.1.13.5.3.4.24,integer,read-only,objecttype,scalar,"Current unit control type (1183)."
airIRmPmWinterModeStartTemp,1.3.6.1.4.1.318.1.1.13.5.3.4.29,,,objectidentity,,""
airIRmPmWinterModeStartTempC,1.3.6.1.4.1.318.1.1.13.5.3.4.29.1,integer,read-only,objecttype,scalar,"Winter mode start temperature in tenths of degrees Celsius (1188)."
airIRmPmWinterModeStartTempF,1.3.6.1.4.1.318.1.1.13.5.3.4.29.2,integer,read-only,objecttype,scalar,"Winter mode start temperature in tenths of degrees Fahrenheit (1188)."
airIRmPmWinterModeHysteresis,1.3.6.1.4.1.318.1.1.13.5.3.4.30,,,objectidentity,,""
airIRmPmWinterModeHysteresisK,1.3.6.1.4.1.318.1.1.13.5.3.4.30.1,integer,read-only,objecttype,scalar,"Winter mode hysteresis in tenths of Kelvins (1189)"
airIRmPmWinterModeHysteresisF,1.3.6.1.4.1.318.1.1.13.5.3.4.30.2,integer,read-only,objecttype,scalar,"Winter mode hysteresis in tenths of degrees Fahrenheit (1189)"
airIRmPmWaterTemperature,1.3.6.1.4.1.318.1.1.13.5.3.4.32,,,objectidentity,,""
airIRmPmWaterTemperatureC,1.3.6.1.4.1.318.1.1.13.5.3.4.32.1,integer,read-only,objecttype,scalar,"Water temperature in tenths of degrees Celsius (1191)."
airIRmPmWaterTemperatureF,1.3.6.1.4.1.318.1.1.13.5.3.4.32.2,integer,read-only,objecttype,scalar,"Water temperature in tenths of degrees Fahrenheit (1191)."
airIRmPmReturnAirTemperature,1.3.6.1.4.1.318.1.1.13.5.3.4.33,,,objectidentity,,""
airIRmPmReturnAirTemperatureC,1.3.6.1.4.1.318.1.1.13.5.3.4.33.1,integer,read-only,objecttype,scalar,"Return air temperature in tenths of degrees Celsius (1192)."
airIRmPmReturnAirTemperatureF,1.3.6.1.4.1.318.1.1.13.5.3.4.33.2,integer,read-only,objecttype,scalar,"Return air temperature in tenths of degrees Fahrenheit (1192)."
airIRmPmSupplyAirTemperature,1.3.6.1.4.1.318.1.1.13.5.3.4.34,,,objectidentity,,""
airIRmPmSupplyAirTemperatureC,1.3.6.1.4.1.318.1.1.13.5.3.4.34.1,integer,read-only,objecttype,scalar,"Supply air temperature in tenths of degrees Celsius (1193)."
airIRmPmSupplyAirTemperatureF,1.3.6.1.4.1.318.1.1.13.5.3.4.34.2,integer,read-only,objecttype,scalar,"Supply air temperature in tenths of degrees Fahrenheit (1193)."
airIRmPmReturnAirHumidity,1.3.6.1.4.1.318.1.1.13.5.3.4.35,integer,read-only,objecttype,scalar,"Return air humidity in tenths of %RH (1194)."
airIRmPmSupplyAirHumidity,1.3.6.1.4.1.318.1.1.13.5.3.4.36,integer,read-only,objecttype,scalar,"Supply air humidity in tenths of %RH (1195)."
airIRmPmOutsideAirTemperature,1.3.6.1.4.1.318.1.1.13.5.3.4.37,,,objectidentity,,""
airIRmPmOutsideAirTemperatureC,1.3.6.1.4.1.318.1.1.13.5.3.4.37.1,integer,read-only,objecttype,scalar,"Outside air temperature in tenths of degrees Celsius (1196)"
airIRmPmOutsideAirTemperatureF,1.3.6.1.4.1.318.1.1.13.5.3.4.37.2,integer,read-only,objecttype,scalar,"Outside air temperature in tenths of degrees Fahrenheit (1196)"
airIRmPmOutsideAirHumidity,1.3.6.1.4.1.318.1.1.13.5.3.4.38,integer,read-only,objecttype,scalar,"Outside air humidity in tenths of percent relative humidity (1197)"
airIRmPmCoolingPriority,1.3.6.1.4.1.318.1.1.13.5.3.4.39,integer,read-write,objecttype,scalar,"Cooling priority (1198)."
airIRmPmWaterTemperature2,1.3.6.1.4.1.318.1.1.13.5.3.4.43,,,objectidentity,,""
airIRmPmWaterTemperature2C,1.3.6.1.4.1.318.1.1.13.5.3.4.43.1,integer,read-only,objecttype,scalar,"Water temperature 2 in tenths of degrees Celsius (1202)."
airIRmPmWaterTemperature2F,1.3.6.1.4.1.318.1.1.13.5.3.4.43.2,integer,read-only,objecttype,scalar,"Water temperature 2 in tenths of degrees Fahrenheit (1202)."
airIRmPmRuntimeFreeCooling,1.3.6.1.4.1.318.1.1.13.5.3.4.44,integer,read-only,objecttype,scalar,"Freecooling runtime in hours (1203)"
airIRmPmRuntimeMixedModeFreeCooling,1.3.6.1.4.1.318.1.1.13.5.3.4.45,integer,read-only,objecttype,scalar,"Mixed mode freecooling runtime in hours (1203)"
airIRmPmCommon4,1.3.6.1.4.1.318.1.1.13.5.3.5,,,objectidentity,,""
airIRmPmNumberOfCompressors,1.3.6.1.4.1.318.1.1.13.5.3.5.4,integer,read-only,objecttype,scalar,"Number of compressors (1761)"
airIRmPmNumberOfSuctionValves,1.3.6.1.4.1.318.1.1.13.5.3.5.5,integer,read-only,objecttype,scalar,"Number of suction valves (1762)"
airIRmPmNumberOfDryCoolers,1.3.6.1.4.1.318.1.1.13.5.3.5.6,integer,read-only,objecttype,scalar,"Number of drycoolers (1763)"
airIRmPmNumberOfPumps,1.3.6.1.4.1.318.1.1.13.5.3.5.7,integer,read-only,objecttype,scalar,"Number of pumps (1764)"
airIRmPmNumberOfElectricHeaters,1.3.6.1.4.1.318.1.1.13.5.3.5.8,integer,read-only,objecttype,scalar,"Number of electric heaters (1765)"
airIRmPmNumberOfHumidifiers,1.3.6.1.4.1.318.1.1.13.5.3.5.9,integer,read-only,objecttype,scalar,"Number of humidifiers (1766)"
airIRmPmNumberOfFans,1.3.6.1.4.1.318.1.1.13.5.3.5.10,integer,read-only,objecttype,scalar,"Number of fans (1767)"
airIRmPmNumberOfLouvers,1.3.6.1.4.1.318.1.1.13.5.3.5.11,integer,read-only,objecttype,scalar,"Number of louvers (1768)"
airIRmPmNumberOfSensors,1.3.6.1.4.1.318.1.1.13.5.3.5.12,integer,read-only,objecttype,scalar,"Number of sensors (1769)"
airIRmPmNumberOfExternalAlarmInputs,1.3.6.1.4.1.318.1.1.13.5.3.5.13,integer,read-only,objecttype,scalar,"Number of external alarm inputs (1770)"
airIRmPmNumberOfGECWValves,1.3.6.1.4.1.318.1.1.13.5.3.5.14,integer,read-only,objecttype,scalar,"Number of GE/CW valves (1771)"
airIRmPmNumberOfHotGasReheat,1.3.6.1.4.1.318.1.1.13.5.3.5.15,integer,read-only,objecttype,scalar,"Number of hot gas reheaters (1772)"
airIRmPmNumberOfPWWReheat,1.3.6.1.4.1.318.1.1.13.5.3.5.16,integer,read-only,objecttype,scalar,"Number of PWW reheaters (1773)"
airIRmPmNumberOfDehumidifiers,1.3.6.1.4.1.318.1.1.13.5.3.5.17,integer,read-only,objecttype,scalar,"Number of dehumidifiers (1774)"
airIRmPmCommon5,1.3.6.1.4.1.318.1.1.13.5.3.6,,,objectidentity,,""
airIRmPmUnitEvaporationTemperature1,1.3.6.1.4.1.318.1.1.13.5.3.6.1,,,objectidentity,,""
airIRmPmUnitEvaporationTemperature1C,1.3.6.1.4.1.318.1.1.13.5.3.6.1.1,integer,read-only,objecttype,scalar,"Unit evaporation temperature 1 in tenths of degrees Celsius (2232)"
airIRmPmUnitEvaporationTemperature1F,1.3.6.1.4.1.318.1.1.13.5.3.6.1.2,integer,read-only,objecttype,scalar,"Unit evaporation temperature 1 in tenths of degrees Fahrenheit (2232)"
airIRmPmUnitEvaporationPressure1,1.3.6.1.4.1.318.1.1.13.5.3.6.2,integer,read-only,objecttype,scalar,"Unit evaporation pressure 1 in tenths of Bars (2233)"
airIRmPmUnitCondensationTemperature1,1.3.6.1.4.1.318.1.1.13.5.3.6.3,,,objectidentity,,""
airIRmPmUnitCondensationTemperature1C,1.3.6.1.4.1.318.1.1.13.5.3.6.3.1,integer,read-only,objecttype,scalar,"Unit condensation temperature 1 in tenths of degrees Celsius (2234)"
airIRmPmUnitCondensationTemperature1F,1.3.6.1.4.1.318.1.1.13.5.3.6.3.2,integer,read-only,objecttype,scalar,"Unit condensation temperature 1 in tenths of degrees Fahrenheit (2234)"
airIRmPmUnitCondensationPressure1,1.3.6.1.4.1.318.1.1.13.5.3.6.4,integer,read-only,objecttype,scalar,"Unit condensation pressure 1 in tenths of Bars (2235)"
airIRmPmMaxLimitReturnAirTemperature,1.3.6.1.4.1.318.1.1.13.5.3.6.8,,,objectidentity,,""
airIRmPmMaxLimitReturnAirTemperatureC,1.3.6.1.4.1.318.1.1.13.5.3.6.8.1,integer,read-write,objecttype,scalar,"Maximum limit return air temperature in tenths of degrees Celsius (2239)."
airIRmPmMaxLimitReturnAirTemperatureF,1.3.6.1.4.1.318.1.1.13.5.3.6.8.2,integer,read-write,objecttype,scalar,"Maximum limit return air temperature in tenths of degrees Fahrenheit (2239)."
airIRmPmMinLimitReturnAirTemperature,1.3.6.1.4.1.318.1.1.13.5.3.6.9,,,objectidentity,,""
airIRmPmMinLimitReturnAirTemperatureC,1.3.6.1.4.1.318.1.1.13.5.3.6.9.1,integer,read-write,objecttype,scalar,"Minimum limit return air temperature in tenths of degrees Celsius (2240)."
airIRmPmMinLimitReturnAirTemperatureF,1.3.6.1.4.1.318.1.1.13.5.3.6.9.2,integer,read-write,objecttype,scalar,"Minimum limit return air temperature in tenths of degrees Fahrenheit (2240)."
airIRmPmMaxLimitSupplyAirTemperature,1.3.6.1.4.1.318.1.1.13.5.3.6.10,,,objectidentity,,""
airIRmPmMaxLimitSupplyAirTemperatureC,1.3.6.1.4.1.318.1.1.13.5.3.6.10.1,integer,read-write,objecttype,scalar,"Maximum limit supply air temperature in tenths of degrees Celsius (2241)."
airIRmPmMaxLimitSupplyAirTemperatureF,1.3.6.1.4.1.318.1.1.13.5.3.6.10.2,integer,read-write,objecttype,scalar,"Maximum limit supply air temperature in tenths of degrees Fahrenheit (2241)."
airIRmPmMinLimitSupplyAirTemperature,1.3.6.1.4.1.318.1.1.13.5.3.6.11,,,objectidentity,,""
airIRmPmMinLimitSupplyAirTemperatureC,1.3.6.1.4.1.318.1.1.13.5.3.6.11.1,integer,read-write,objecttype,scalar,"Minimum limit supply air temperature in tenths of degrees Celsius (2242)."
airIRmPmMinLimitSupplyAirTemperatureF,1.3.6.1.4.1.318.1.1.13.5.3.6.11.2,integer,read-write,objecttype,scalar,"Minimum limit supply air temperature in tenths of degrees Fahrenheit (2242)."
airIRmPmMaxLimitWaterTemperature,1.3.6.1.4.1.318.1.1.13.5.3.6.12,,,objectidentity,,""
airIRmPmMaxLimitWaterTemperatureC,1.3.6.1.4.1.318.1.1.13.5.3.6.12.1,integer,read-write,objecttype,scalar,"Maximum limit water temperature in tenths of degrees Celsius (2243)."
airIRmPmMaxLimitWaterTemperatureF,1.3.6.1.4.1.318.1.1.13.5.3.6.12.2,integer,read-write,objecttype,scalar,"Maximum limit water temperature in tenths of degrees Fahrenheit (2243)."
airIRmPmMinLimitWaterTemperature,1.3.6.1.4.1.318.1.1.13.5.3.6.13,,,objectidentity,,""
airIRmPmMinLimitWaterTemperatureC,1.3.6.1.4.1.318.1.1.13.5.3.6.13.1,integer,read-write,objecttype,scalar,"Minimum limit water temperature in tenths of degrees Celsius (2244)."
airIRmPmMinLimitWaterTemperatureF,1.3.6.1.4.1.318.1.1.13.5.3.6.13.2,integer,read-write,objecttype,scalar,"Minimum limit water temperature in tenths of degrees Fahrenheit (2244)."
airIRmPmMaxLimitReturnAirHumidity,1.3.6.1.4.1.318.1.1.13.5.3.6.14,integer,read-write,objecttype,scalar,"Maximum limit return air humidity in tenths of %RH (2245)."
airIRmPmMinLimitReturnAirHumidity,1.3.6.1.4.1.318.1.1.13.5.3.6.15,integer,read-write,objecttype,scalar,"Minimum limit return air humidity in tenths of %RH (2246)."
airIRmPmMaxLimitSupplyAirHumidity,1.3.6.1.4.1.318.1.1.13.5.3.6.16,integer,read-write,objecttype,scalar,"Maximum limit supply air humidity in tenths of %RH (2247)."
airIRmPmMinLimitSupplyAirHumidity,1.3.6.1.4.1.318.1.1.13.5.3.6.17,integer,read-write,objecttype,scalar,"Minimum limit supply air humidity in tenths of %RH (2248)."
airIRmPmLowPressureWinterDelay,1.3.6.1.4.1.318.1.1.13.5.3.6.18,integer,read-only,objecttype,scalar,"Winter mode low pressure delay in seconds (2249)"
airIRmPmUnitCondensationPressure2,1.3.6.1.4.1.318.1.1.13.5.3.6.19,integer,read-only,objecttype,scalar,"Unit condensation pressure 2 in tenths of Bars (2250)"
airIRmPmUnitOverloadSwitch,1.3.6.1.4.1.318.1.1.13.5.3.6.20,integer,read-only,objecttype,scalar,"Unit overload switch setting in tenths of Kelvins (2251)"
airIRmPmUnitCondensationTemperature2,1.3.6.1.4.1.318.1.1.13.5.3.6.41,,,objectidentity,,""
airIRmPmUnitCondensationTemperature2C,1.3.6.1.4.1.318.1.1.13.5.3.6.41.1,integer,read-only,objecttype,scalar,"Unit condensation temperature 2 in tenths of degrees Celsius (2272)"
airIRmPmUnitCondensationTemperature2F,1.3.6.1.4.1.318.1.1.13.5.3.6.41.2,integer,read-only,objecttype,scalar,"Unit condensation temperature 2 in tenths of degrees Fahrenheit (2272)"
airIRmPmUnitEvaporationPressure2,1.3.6.1.4.1.318.1.1.13.5.3.6.42,integer,read-only,objecttype,scalar,"Unit evaporation pressure 2 in tenths of Bars (2273)"
airIRmPmUnitEvaporationTemperature2,1.3.6.1.4.1.318.1.1.13.5.3.6.43,,,objectidentity,,""
airIRmPmUnitEvaporationTemperature2C,1.3.6.1.4.1.318.1.1.13.5.3.6.43.1,integer,read-only,objecttype,scalar,"Unit evaporation temperature 2 in tenths of degrees Celsius (2274)"
airIRmPmUnitEvaporationTemperature2F,1.3.6.1.4.1.318.1.1.13.5.3.6.43.2,integer,read-only,objecttype,scalar,"Unit evaporation temperature 2 in tenths of degrees Fahrenheit (2274)"
airIRmPmCompressor1,1.3.6.1.4.1.318.1.1.13.5.3.7,,,objectidentity,,""
airIRmPmCmp1ManOperationActive,1.3.6.1.4.1.318.1.1.13.5.3.7.2,integer,read-only,objecttype,scalar,"Compressor 1 manual operation active (4401)"
airIRmPmCmp1ManOperationState,1.3.6.1.4.1.318.1.1.13.5.3.7.3,airirmcontrolstate,read-only,objecttype,scalar,"Compressor 1 manual operation state (4402)"
airIRmPmCmp1Running,1.3.6.1.4.1.318.1.1.13.5.3.7.4,airirmactivitystate,read-only,objecttype,scalar,"Compressor 1 running (4403)"
airIRmPmCmp1StartTempSummer,1.3.6.1.4.1.318.1.1.13.5.3.7.17,,,objectidentity,,""
airIRmPmCmp1StartTempSummerK,1.3.6.1.4.1.318.1.1.13.5.3.7.17.1,integer,read-write,objecttype,scalar,"Compressor 1 summer mode start temperature in tenths of Kelvins (4416)"
airIRmPmCmp1StartTempSummerF,1.3.6.1.4.1.318.1.1.13.5.3.7.17.2,integer,read-write,objecttype,scalar,"Compressor 1 summer mode start temperature in tenths of degrees Fahrenheit (4416)"
airIRmPmCmp1HysteresisSummer,1.3.6.1.4.1.318.1.1.13.5.3.7.18,,,objectidentity,,""
airIRmPmCmp1HysteresisSummerK,1.3.6.1.4.1.318.1.1.13.5.3.7.18.1,integer,read-write,objecttype,scalar,"Compressor 1 summer mode hysteresis setting in tenths of Kelvins (4417)"
airIRmPmCmp1HysteresisSummerF,1.3.6.1.4.1.318.1.1.13.5.3.7.18.2,integer,read-write,objecttype,scalar,"Compressor 1 summer mode hysteresis setting in tenths of Fahrenheit (4417)"
airIRmPmCmp1StartTempWinter,1.3.6.1.4.1.318.1.1.13.5.3.7.19,,,objectidentity,,""
airIRmPmCmp1StartTempWinterK,1.3.6.1.4.1.318.1.1.13.5.3.7.19.1,integer,read-write,objecttype,scalar,"Compressor 1 winter mode start temperature in tenths of Kelvins (4418)"
airIRmPmCmp1StartTempWinterF,1.3.6.1.4.1.318.1.1.13.5.3.7.19.2,integer,read-write,objecttype,scalar,"Compressor 1 winter mode start temperature in tenths of degrees Fahrenheit (4418)"
airIRmPmCmp1HysteresisWinter,1.3.6.1.4.1.318.1.1.13.5.3.7.20,,,objectidentity,,""
airIRmPmCmp1HysteresisWinterK,1.3.6.1.4.1.318.1.1.13.5.3.7.20.1,integer,read-write,objecttype,scalar,"Compressor 1 Winter mode hysteresis setting in tenths of Kelvins (4419)"
airIRmPmCmp1HysteresisWinterF,1.3.6.1.4.1.318.1.1.13.5.3.7.20.2,integer,read-write,objecttype,scalar,"Compressor 1 Winter mode hysteresis setting in tenths of Fahrenheit (4419)"
airIRmPmCmp1Runtime,1.3.6.1.4.1.318.1.1.13.5.3.7.29,integer,read-only,objecttype,scalar,"Compressor 1 runtime in hours (4428)"
airIRmPmCompressor2,1.3.6.1.4.1.318.1.1.13.5.3.8,,,objectidentity,,""
airIRmPmCmp2ManOperationActive,1.3.6.1.4.1.318.1.1.13.5.3.8.2,integer,read-only,objecttype,scalar,"Compressor 2 manual operation active (4501)"
airIRmPmCmp2ManOperationState,1.3.6.1.4.1.318.1.1.13.5.3.8.3,airirmcontrolstate,read-only,objecttype,scalar,"Compressor 2 manual operation state (4502)"
airIRmPmCmp2Running,1.3.6.1.4.1.318.1.1.13.5.3.8.4,airirmactivitystate,read-only,objecttype,scalar,"Compressor 2 running (4503)"
airIRmPmCmp2StartTempSummer,1.3.6.1.4.1.318.1.1.13.5.3.8.17,,,objectidentity,,""
airIRmPmCmp2StartTempSummerK,1.3.6.1.4.1.318.1.1.13.5.3.8.17.1,integer,read-write,objecttype,scalar,"Compressor 2 summer mode start temperature in tenths of Kelvins (4516)"
airIRmPmCmp2StartTempSummerF,1.3.6.1.4.1.318.1.1.13.5.3.8.17.2,integer,read-write,objecttype,scalar,"Compressor 2 summer mode start temperature in tenths of degrees Fahrenheit (4516)"
airIRmPmCmp2HysteresisSummer,1.3.6.1.4.1.318.1.1.13.5.3.8.18,,,objectidentity,,""
airIRmPmCmp2HysteresisSummerK,1.3.6.1.4.1.318.1.1.13.5.3.8.18.1,integer,read-write,objecttype,scalar,"Compressor 2 summer mode hysteresis setting in tenths of Kelvins (4517)"
airIRmPmCmp2HysteresisSummerF,1.3.6.1.4.1.318.1.1.13.5.3.8.18.2,integer,read-write,objecttype,scalar,"Compressor 2 summer mode hysteresis setting in tenths of Fahrenheit (4517)"
airIRmPmCmp2StartTempWinter,1.3.6.1.4.1.318.1.1.13.5.3.8.19,,,objectidentity,,""
airIRmPmCmp2StartTempWinterK,1.3.6.1.4.1.318.1.1.13.5.3.8.19.1,integer,read-write,objecttype,scalar,"Compressor 2 winter mode start temperature in tenths of Kelvins (4518)"
airIRmPmCmp2StartTempWinterF,1.3.6.1.4.1.318.1.1.13.5.3.8.19.2,integer,read-write,objecttype,scalar,"Compressor 2 winter mode start temperature in tenths of degrees Fahrenheit (4518)"
airIRmPmCmp2HysteresisWinter,1.3.6.1.4.1.318.1.1.13.5.3.8.20,,,objectidentity,,""
airIRmPmCmp2HysteresisWinterK,1.3.6.1.4.1.318.1.1.13.5.3.8.20.1,integer,read-write,objecttype,scalar,"Compressor 2 Winter mode hysteresis setting in tenths of Kelvins (4519)"
airIRmPmCmp2HysteresisWinterF,1.3.6.1.4.1.318.1.1.13.5.3.8.20.2,integer,read-write,objecttype,scalar,"Compressor 2 Winter mode hysteresis setting in tenths of Fahrenheit (4519)"
airIRmPmCmp2Runtime,1.3.6.1.4.1.318.1.1.13.5.3.8.29,integer,read-only,objecttype,scalar,"Compressor 2 runtime in hours (4528)"
airIRmPmSuctionValve1,1.3.6.1.4.1.318.1.1.13.5.3.9,,,objectidentity,,""
airIRmPmSuctionValve2,1.3.6.1.4.1.318.1.1.13.5.3.10,,,objectidentity,,""
airIRmPmEheating1,1.3.6.1.4.1.318.1.1.13.5.3.11,,,objectidentity,,""
airIRmPmEheating1ManOpEnable,1.3.6.1.4.1.318.1.1.13.5.3.11.2,airirmactivitystate,read-only,objecttype,scalar,"Electric heater #1 manual operation enable (4801)"
airIRmPmEheating1Running,1.3.6.1.4.1.318.1.1.13.5.3.11.4,airirmcontrolstate,read-only,objecttype,scalar,"Electric heater #1 running state (4803)"
airIRmPmEheating1ManOpRunning,1.3.6.1.4.1.318.1.1.13.5.3.11.5,airirmactivitystate,read-only,objecttype,scalar,"Electric heater #1 running in manual operation mode (4804)"
airIRmPmEheating1Type,1.3.6.1.4.1.318.1.1.13.5.3.11.9,integer,read-only,objecttype,scalar,"Electric heater #1 type (4808)"
airIRmPmEheating1StartTemperature,1.3.6.1.4.1.318.1.1.13.5.3.11.10,,,objectidentity,,""
airIRmPmEheating1StartTemperatureK,1.3.6.1.4.1.318.1.1.13.5.3.11.10.1,integer,read-write,objecttype,scalar,"Electric heater #1 start temperature in tenths of Kelvins (4809)"
airIRmPmEheating1StartTemperatureF,1.3.6.1.4.1.318.1.1.13.5.3.11.10.2,integer,read-write,objecttype,scalar,"Electric heater #1 start temperature in tenths of degrees Fahrenheit (4809)"
airIRmPmEheating1Hysteresis,1.3.6.1.4.1.318.1.1.13.5.3.11.11,,,objectidentity,,""
airIRmPmEheating1HysteresisK,1.3.6.1.4.1.318.1.1.13.5.3.11.11.1,integer,read-write,objecttype,scalar,"Electric heater #1 hysteresis in tenths of Kelvins (4810)"
airIRmPmEheating1HysteresisF,1.3.6.1.4.1.318.1.1.13.5.3.11.11.2,integer,read-write,objecttype,scalar,"Electric heater #1 hysteresis in tenths of degrees Fahrenheit (4810)"
airIRmPmEheating1Runtime,1.3.6.1.4.1.318.1.1.13.5.3.11.17,integer,read-only,objecttype,scalar,"Electric heater #1 runtime in hours (4816)"
airIRmPmEheating2,1.3.6.1.4.1.318.1.1.13.5.3.12,,,objectidentity,,""
airIRmPmEheating2ManOpEnable,1.3.6.1.4.1.318.1.1.13.5.3.12.2,airirmactivitystate,read-only,objecttype,scalar,"Electric heater #2 manual operation enable (4901)"
airIRmPmEheating2Running,1.3.6.1.4.1.318.1.1.13.5.3.12.4,airirmcontrolstate,read-only,objecttype,scalar,"Electric heater #2 running state (4903)"
